Lau Laga Ke Geet Gaa Ke,Bhabhi Ki Chudiya,Kalyan Yaman,not available.txt
Man Re Tu Kahe Na Dhir Dhare,Chitralekha,Kalyan Yaman,not available.txt
Nigahein Milane Ko Ji Chahta Hai,Dil Hi To Hai,Kalyan Yaman,not available.txt
Chhupa Lo Yun Dil Mein Pyar Mera,Mamta,Kalyan Yaman,not available.txt
Savere Ka Sooraj Tumhare Liye,Ek Baar Muskuraa Do,Kalyan Yaman,not available.txt
Sapta Suran Teen Gram,Tansen,Kalyan Yaman,not available.txt
Pyar Mein Hota Hai Kya Jaadu,Papa Kehte Hain,Kalyan Yaman,not available.txt
Pritam Aan Milo,,Kalyan Yaman,not available.txt
Tum Agar Mujhko,Dil Hi To Hai,Kalyan Yaman,not available.txt
Jara Si Aahat Hoti Hai?Kahin Yeh Woh To Nahin,Haqueeqat,Kalyan Yaman,not available.txt
Ehsaan Tera Hoga Mujhpar,Junglee,Kalyan Yaman,not available.txt
Tum Mujhe Bhool Bhi Jao,Didi,Kalyan Yaman,not available.txt
Abhi Na Jao Chhodkar,Hum Dono,Kalyan Yaman,not available.txt
Tere Husn Ki Kya Tarif Karun,Leader,Kalyan Yaman,not available.txt
Shri Ramchandra Kripalu Bhajamana,,Kalyan Yaman,not available.txt
Sochenge Tumhe Pyar Kare Ke Nahin,Deewana,Kalyan Yaman,not available.txt
Pav Padu Tore Dhyam,Tere Bharose Nandalal (Non Filmi Album),Kalyan Yaman,not available.txt
Zindagi Bhar Nahin Bhoolegi,Barsaat Ki Raat,Kalyan Yaman,not available.txt
Woh Jab Yaad Aye,Parasmani,Kalyan Yaman,not available.txt
Ang Ang Rang Jhalakae,Sankalp,Kalyan Yaman,not available.txt
Tumko Dekha To Ye Khayal Aya,Saath Saath,Kamod,not available.txt
Eri Jane Na Doongi,Chitralekha,Kamod,not available.txt
Jao Re Jogi Tum Jao Re,Amrapali,Kamod,not available.txt
Pag Ghoongroo Bandh Meera Naachi Thi,Namak Halal,Kanada Darbari,not available.txt
Mere Mehboob Na Jaa Aaj Ki Raat Na Jaa,Noor Mahal,Kanada Darbari,not available.txt
Tumse Ghar Ghar Kahalaya,,Kanada Darbari,not available.txt
Pyar Ki Aag Mein Tan Badan,Ziddi,Kanada Darbari,not available.txt
Sarfaroshi Ki Tamanna,Shaheed,Kanada Darbari,not available.txt
Ishwar Satya Hai,Satyam Shivam Sundaram,Kanada Darbari,not available.txt
Dil Jalta Hai To Jalne De,Pehli Nazar,Kanada Darbari,not available.txt
Dene Wale Mujhe Maujon Ki Rawani De De,Ghazal,Kanada Darbari,not available.txt
Tute Hue Khwabo Ne,Madhumati,Kanada Darbari,not available.txt
Guzre Hai Aaj Ishq Mein,Dil Diya Dard Liya,Kanada Darbari,not available.txt
Teri Duniya Mein Dil Lagta Nahin,Baware Nain,Kanada Darbari,not available.txt
Ab Meri Vinati Suno Bhagwaan,,Kanada Darbari,not available.txt
Nainheen Ko Raah Dikha Prabhu,Bhakta Soordas,Kanada Darbari,not available.txt
Meri Duniya Badal Gayi,,Kanada Darbari,not available.txt
Mujhe Gale Se Laga Lo Bahut Udas Hun Main,Aaj Aur Kal,Kanada Darbari,not available.txt
Mohabbat Ki Jhoothi Kahani Pe Roye,Mughal-E-Azam,Kanada Darbari,not available.txt
Chandi Ki Deewar Na Todi,Vishwaas,Kanada Darbari,not available.txt
Dekha Hai Pehli Baar,Saajan,Kanada Darbari,not available.txt
Ud Ja Bhanwar Maya Kamal Ka,Rani Roopmati,Kanada Darbari,not available.txt
Yaad Mein Teri Jaag Jaag Ke Hum,Mere Mehboob,Kanada Darbari,not available.txt
Shayerana Se Hai Zindagi Ki Adaa,Phir Teri Kahani Yaad Ayi,Kanada Darbari,not available.txt
Mitava Laut Ayo Re,,Kanada Darbari,not available.txt
Tora Man Darpan Kahalay,Kaajal,Kanada Darbari,not available.txt
Ae Dil Mujhe Aisi Jagah Le Chal,Arzoo,Kanada Darbari,not available.txt
Kitna Hasin Hai Mausam,Azad,Kanada Darbari,not available.txt
Hum Tumse Mohabbat Karke Sanam,Aawara,Kanada Darbari,not available.txt
Mein Tere Darpe Ayaa Hun Kuchh Karke Jaunga,Laila Majnu,Kanada Darbari,not available.txt
Basti Basti Parbat Parbat,Baadal,Kanada Darbari,not available.txt
Raha Gardishon Mein Har Daam,Do Badan,Kanada Darbari,not available.txt
Mere Mehboob Shayad Aaj Kuchh,Kitne Paas Kitne Door,Kanada Darbari,not available.txt
Aap Ki Nazaron Ne Samjha,Anpadh,Kanada Darbari,not available.txt
Suhani Chaandni Raaten Hamen Sone Nahi Deti,Mukti,Kanada Darbari,not available.txt
Kabhi Dil Dil Se Takarata To Hoga,,Kanada Darbari,not available.txt
He Ram Tumhari Ramyan,Sampurna Ramayan,Kanada Darbari,not available.txt
Ab Kahan Jayen Hum,Ujala,Kanada Darbari,not available.txt
Tumhe Zindagi Ke Ujale Mubarak,Poornima,Kanada Darbari,not available.txt
Koi Matwala Ayaa More Dware,Love In Tokyo,Kanada Darbari,not available.txt
Ye Hawaa Ye Raat Ye Chaandni,Sangdil,Kanada Darbari,not available.txt
Agar Mujhse Mohabbat Hai Mujhe Sab Apne Gham De Do,,Kanada Darbari,not available.txt
Jay Radha Madhav Jai Kunj Bihari,Bhajan,Kanada Darbari,not available.txt
Tu Pyar Ka Sagar Hai,Seema,Kanada Darbari,not available.txt
Daiya Re Daiya Laj Mohe Lage,Leader,Kanada Darbari,not available.txt
Hum Tujh Se Mohabbat Kar Ke,Awaara,Kanada Darbari,not available.txt
Hum Tum Se Juda Ho Ke,Ek Sapera Ek Lutera,Kanada Darbari,not available.txt
O Duniyake Rakhavale,Baiju Bawra,Kanada Darbari,not available.txt
Sanvare Mat Jaa,,Kanada Darbari,not available.txt
Mujhe Tumse Kuch Bhi Na Chahiye,Kanhaiya,Kanada Darbari,not available.txt
Jhanak Jhanak Tori Baje Payaliya,Mere Huzoor,Kanada Darbari,not available.txt
Ghoonghat Ke Pat Khol Re,Jogan,Kanada Darbari,not available.txt
Hangama Hai Kyon Barpa,Ghazal,Kanada Darbari,not available.txt
Ab To Madhava Mohe Ubar,,Kanada Kaunsi,not available.txt
Mai Jajyo Na Prabhu Ko Milna Kab,,Kanada Kaunsi,not available.txt
Sau Baar Janam Lenge,Ustaadon Ke Ustaad,Kanada Kaunsi,not available.txt
Chala Diye Deke Gham,,Kanada Nayaki,not available.txt
Hamko Manki Shakti Dena,Guddi,Kedar,not available.txt
Aap Yun Hi Agar Hum Se Milte Rahe,Ek Musafir Ek Hasina,Kedar,not available.txt
Uthaye Ja Unke Sitam,Andaaz,Kedar,not available.txt
Kanha Ja Ja,,Kedar,not available.txt
Bole To Basuri Kahi,Saawan Ko Aane Do,Kedar,not available.txt
Bekaspe Karam Kijie,,Kedar,not available.txt
Pal Do Pal Ka Saath Hamara,The Burning Train,Kedar,not available.txt
Mil Ja Mil Ja Janena,,Kedar,not available.txt
Jao Re Jogi Tum Jao Re,Amrapali,Kedar,not available.txt
Panchhi Bawra Chand Se Prit Lagaye,,Kedar,not available.txt
Darashan Do Ghanashyam,,Kedar,not available.txt
Aapki Ankhon Mein Kucch,Ghar,Kedar,not available.txt
Wo Na Aenge Palatkar,Devdaas,Khamaj,not available.txt
Shyam teri bansi,Geet Gata Chal,,Shyam teri bansi.txt
Bada Natkhat Hai?Ka Kare Yashoda Maiya,Amar Prem,Khamaj,not available.txt
Aan Milo Sajna,Gadar,Khamaj,not available.txt
O Sajna Barkha Bahar Ayi,Parakh,Khamaj,not available.txt
Mere To Giridhar Gopala,Meera,Khamaj,not available.txt
Ang Ang Dole Mera,,Khamaj,not available.txt
Nazar Lagi Raja Tore Bungle Par,Kaala Pani,Khamaj,not available.txt
A Dil Se Dil Mila Le,Navrang,Khamaj,not available.txt
Khat Likha De Savariyake Hum Babu,,Khamaj,not available.txt
Dhal Chuki Sham E Gham,Kohinoor,Khamaj,not available.txt
Tere Bina Sajna Lage Na Jiya Hamar,Aarti,Khamaj,not available.txt
Ab Kya Misaal Dun,,Khamaj,not available.txt
Ayo Kahan Se Ghanashyam,Buddha Mil Gaya,Khamaj,not available.txt
Kuch To Log Kahenge,Amar Prem,Khamaj,not available.txt
Chunariya Katati Jae,,Khamaj,not available.txt
Bata Do Sakhi Kaun Gali Gayo Shyam,,Khamaj,not available.txt
Sham Dhale Jamuna Kinare,Pushpanjali,Khamaj,not available.txt
Vaishnav Jan To,Narsinh Bhajan,Khamaj,not available.txt
Jane Kaise Sapano Me Kho Gai,Anuradha,Khamaj Manjh,not available.txt
Kaise Din Bite Kaise Biti Ratiyan,Anuradha,Khamaj Manjh,not available.txt
Kanha Kanha Aan Padi Re Tere Dwar,Shagird,Khamaj Manjh,not available.txt
Aane Wala Pal Jaane Wala Hai,Golmaal,Kirwani,not available.txt
Pukarta Chala Hun Main,Mere Sanam,Kirwani,not available.txt
Ek Radha Ek Meera,Ram Teri Ganga Maili,Kirwani,not available.txt
Tumhi Mere Meet Ho,,Kirwani,not available.txt
Aayi Jhum Jhum Raat Ye Suhani,Love Marriage,Kirwani,not available.txt
Be-Sabab Baat Badhaneki Zaroorat Kya Hai,Ghazal,Kirwani,not available.txt
Ye Ratein ye Mausam Nadi Ka Kinara,Delhi Ka Thug,Kirwani,not available.txt
Shola Tha Jal Bujha Hun,Ghazal,Kirwani,not available.txt
Geet Gaata Hun Main,Laal Patthar,Kirwani,not available.txt
Para Para Hua Pairahan-E-Jaan,Ghazal,Kirwani,not available.txt
Yad Na Jaye Bite Dinon Ki,Dil Ek Mandir,Kirwani,not available.txt
Ankhonse Hai Utari Ye Dil Mein,Phir Wohi Dil Laaya Hoon,Kirwani,not available.txt
Nind Na Mujh Ko Aye,Post Box No. 999,Kirwani,not available.txt
Beqaraar Dil Tu Gayeja,Door Ka Raahi,Kirwani,not available.txt
Mera Dil Ye Pukare Aa Ja,Nagin,Kirwani,not available.txt
Main Pyar Ka Rahi Hun,Ek Musafir Ek Hasina,Kirwani,not available.txt
E Hush-E-Beparwah Tujhe Shabnam Kahoon,Ghazal,Kirwani,not available.txt
Meri Bhigi Bhigi Si Palakon Pe,Anamika,Kirwani,not available.txt
Tu Hai Mera Prem Devta,Kalpana,Lalit / Lalat,not available.txt
Tu Nahin To Mere Liye,Tum Yaad Aaye,Lalit / Lalat,not available.txt
Ek Shahenshahne Banwake Hansi Taj Mahal,Leader,Lalit / Lalat,not available.txt
Raina Beeti Jaye,Amar Prem,Lalit / Lalat,not available.txt
Pritam Daras Dikhao,Chacha Zindabad,Lalit / Lalat,not available.txt
Koi Paas Aya Savere Savere,Ghazal,Lalit / Lalat,not available.txt
Piya Piya Bole Mora Kangana,Swarg Nark,Maand,not available.txt
Dheemo Re Chale Re Vaayariyo,Piya Basanti (Non filmi Album),Maand,not available.txt
Kesariya Balma,Lekin,Maand,not available.txt
Bachpan Ki Mohabbat Ko,Baiju Bawra,Maand,not available.txt
Ab To Hai Tumse Har Khushi Apni,Abhimaan,Maand,not available.txt
Jo Me Jaanthi Bisarat,Shabaab,Maand,not available.txt
Tu Chanda Main Chandani,Reshma Aur Shera,Maand,not available.txt
Ko Birahini Ko Dukh Jane,Chala Vahi Desh (Non Filmi Album),Madhuvanti,not available.txt
Rasme Ulfat Ko Nibhae To Nibhae Kaise,Dil Ki Rahen,Madhuvanti,not available.txt
Unko Yeh Shikayat Hai,Adalat,Malagunji,not available.txt
Nainaso Nain Nahi Milo,Jhanak Jhanak Payal Baje,Malagunji,not available.txt
Na Jiya Lage Na,Anand,Malagunji,not available.txt
Ghar Aja Ghir Aye Badra,Chhote Nawab,Malagunji,not available.txt
Jhir Jhir Barase Sawani Ratiyan,Aashirwad,Malhar Gaud,not available.txt
Garajat Barsat Sawan Ayo Re,Barsaat Ki Raat,Malhar Gaud,not available.txt
Sharabi Sharabi Ye Sawan Ka Mausam,,Malhar Gaud,not available.txt
Ghanana Ghanana Ghana Baraso,,Malhar Megh,not available.txt
Tan Rangalo Ji Aaj Man Ranga Lo Baraso Re,Tansen,Malhar Megh,not available.txt
Dukhabhare Din Bite Re Bhaiya,Mother India,Malhar Megh,not available.txt
Ghata Ghana Ghora Ghora,Tansen,Malhar Megh,not available.txt
Kare Kare Badra,,Malhar Megh,not available.txt
Ek Bas Tu Hi Nain,Ghazal,Malhar Miyan,not available.txt
Nach Mere Mora Jara Nach,,Malhar Miyan,not available.txt
Mammadshaha Rangile,,Malhar Miyan,not available.txt
Baadal Umad Bhar Aaye,Saaz,Malhar Miyan,not available.txt
Piya Tora Kaisa Abhimaan,Raincoat,Malhar Miyan,not available.txt
Bhaye Bhanjana? Darasa Tere Mange Main Tera Pujari,Basant Bahar,Malhar Miyan,not available.txt
Bole Re Papihara,Guddi,Malhar Miyan,not available.txt
Karo Sab Nichhavar,,Malhar Miyan,not available.txt
Nacha Re Mayura,,Malhar Miyan,not available.txt
Dar Lage Garaje Badariya,Ram Rajya,Malhar/ Sur / Soordasi Malhar,not available.txt
Aaye Sur Ke Panchhi Aaye,Sur Sangam,Malkauns,not available.txt
Ankhiyana Sang Ankhiya Lagi Aaj,Bada Aadmi,Malkauns,not available.txt
Adha Hai Chandrama Raat Adhi,Navrang,Malkauns,not available.txt
Sawanki Raat Kari Kari,,Malkauns,not available.txt
O Pavan Vegse Udanewale Ghode,Jai Chaittaur,Malkauns,not available.txt
Saghan Ban Phulyo Re,Bhajan,Malkauns,not available.txt
Balma Manena,,Malkauns,not available.txt
Tu Chhupi Hai Kahan,Navrang,Malkauns,not available.txt
Mujhe Na Bhula,Suvarna Sundari,Malkauns,not available.txt
Zindagi Bhara Gham Judai Ka Mujhe,,Malkauns,not available.txt
Deep Jalaye Jo Geeton Ke Maine,Kalakaar,Malkauns,not available.txt
Man Tarpat Hari Darshan Ko,Baiju Bawra,Malkauns,man tarapat hari darshan.txt
Paga Ghungharu Bole Chananana Chan,,Malkauns,not available.txt
Ye Kahani Hai Diye Ki Aur Toofan Ki,Toofan Aur Diya,Malkauns,not available.txt
Ai Man Tere Bachche Kai Karoda,,Malkauns,not available.txt
Payaliya Bawari,Saaz Aur Awaaz,Marwa / Marava,not available.txt
Sathi Re Bhool Na Jaana Mera Pyaar,Kotwal Saheb,Marwa / Marava,not available.txt
Konpalen Phir Fut Ayi,Ghazal,Megh,not available.txt
Kahan Se Aye Badra,Chashme Buddoor,Megh,not available.txt
Mehfil Mein Baar Baar,Ghazal,Megh,not available.txt
Daya Karo E Giridhar Gopal,,Multani,not available.txt
Tu Jahan Jahan Chalega,Mera Saaya,Nand / Anandi / Anandi Kalyan,not available.txt
Mushkil Hai Bahut Mushkil,Mahal,Pahadi,not available.txt
Sunri Sakhi Mohe Sajna Bulaye,Nagin,Pahadi,not available.txt
Awaz Mein Na Doonga,Dosti,Pahadi,not available.txt
Gaya Andhera Hua Ujaala,Subah Ka Tara,Pahadi,not available.txt
Usko Nahin Dekha Humne Kabhi,Daadi Maa,Pahadi,not available.txt
Tasvir Banata Hun Teri Khuna Jigar Se,,Pahadi,not available.txt
Jane Na Balma Preet Ki Kasam,,Pahadi,not available.txt
Tum Apna Ranj O Gham,,Pahadi,not available.txt
Karvate Badlate Rahe Sari Raat Hum,Aap Ki kasam,Pahadi,not available.txt
Aaja Raja Leke Barat Aaja,,Pahadi,not available.txt
Isharon Isharon Mein Dil Lenewale,Kashmir Ki Kali,Pahadi,not available.txt
Din Hai Baharke Tere Mere,Waqt,Pahadi,not available.txt
Mori Atariyape Kangan Bole,,Pahadi,not available.txt
Dekha Ek Khwab To Ye,Silsila,Pahadi,not available.txt
Mere Ankhon Mein Bas Gaya Koi Re,Barsaat,Pahadi,not available.txt
Lag Ja Gale Ke Phir Ye Hansi Raat,Woh Kaun Thi,Pahadi,not available.txt
Tum Mere Mai Teri,,Pahadi,not available.txt
Raat Ka Saman Jhume Chandrama,,Pahadi,not available.txt
Dil Todne Wale,,Pahadi,not available.txt
Do Dil Toote Do Dil Hare,Heer Ranjha,Pahadi,not available.txt
Nain Ka Chain Churakar Le Gayi,Chandramukhi,Pahadi,not available.txt
Dil Mein Ek Lahar Si Uthi Hai Abhi,Ghazal,Pahadi,not available.txt
Ye Vaadiyan Phijae Bula Rahi,Aaj Aur Kal,Pahadi,not available.txt
Baharon Mera Jivan Savaron,,Pahadi,not available.txt
Maine Dekha Hai Phoolon Se Ladi Shakhon Mein,,Pahadi,not available.txt
Preet Ye Kaisi Bol Duniya,Daag,Pahadi,not available.txt
Tasvir Banata Hun Tasvir Nahin Banti,Baradari,Pahadi,not available.txt
Tukade Hai Mere Dil Ke,,Pahadi,not available.txt
Tum Ho Jo Mere Humsafar,,Pahadi,not available.txt
Rulake Gaya Sapna Mera,Jewel Theif,Pahadi,not available.txt
Jo Wada Kiya Woh,Taj Mahal,Pahadi,not available.txt
Aaja Re Aaja Re O Mere Dilbar Aaja,Noori,Pahadi,not available.txt
Do Dil Dhadak Rahein Hain,,Pahadi,not available.txt
Kaise Jiyunga Main Agar Tu Na Mili,Sahibaan,Pahadi,not available.txt
Jara Sun Hasina Ye Sajni,,Pahadi,not available.txt
Meri Ankhon Me Basagaya Koi Re Mohe Nind Aye,Barsaat,Pahadi,not available.txt
Yara Dil Dara Mera Dil Kehta,Aadmi Aur Insaan,Pahadi,not available.txt
Sajan Ki Galiyan Chod Chale,Bazaar,Pahadi,not available.txt
Jawan Hai Mohabbat,Anmol Ghadi,Pahadi,not available.txt
Janewalo Jara Mudke Dekho Mujhe,Dosti,Pahadi,not available.txt
Shyam Dhale Khidki Tale,Albela,Pahadi,not available.txt
Sawanka Mahina Pavan Kare Sor,Milan,Pahadi,Sawan ka mahina.txt
Do Sitaron Ka Jamin Par Hai Milan,Kohinoor,Pahadi,not available.txt
Tora Man Bada Paapi Sanvariya Re,Ganga Jamuna,Pahadi,not available.txt
Parbaton Ke Pedon Par Shyam Ka Basera,,Pahadi,not available.txt
Chori Chori Koi Ae,Noon,Pahadi,not available.txt
Sab Kuchh Lutake Hosh Mein Ae Ro,,Pahadi,not available.txt
Neela Aasman So Gayaa,Silsila,Pahadi,not available.txt
Kaun Aya Hai Nigahon Mein Chamak Jag Uthi,Waqt,Pahadi,not available.txt
Hai Balma Teri Kasam,,Pahadi,not available.txt
Suhani Raat Dhal Chuki,Dulari,Pahadi,not available.txt
Baharon Ki Manjhil Rahe,,Pahadi,not available.txt
Sare Jahanse Achcha,Apna Ghar,Pahadi,sare jahaan se achcha.html
Wahan Kaun Hai Tera Musafir,Guide,Pahadi,not available.txt
Apna Bhi Koi Saathi Hota,,Pahadi,not available.txt
Chalo Dildar Chalo,Pakeezah,Pahadi,not available.txt
Sakhi Ri Mera Man Umade Tana Dole,Nagin,Pahadi,not available.txt
Kahe Sataye Kahe Ko Rulaye,Qayamat Se Qayamat Tak,Pahadi,not available.txt
Tujh Ko Pukare Mera Pyar,Neel Kamal,Pahadi,not available.txt
Payo Ji Maine Ram Ratan Dhan Payo,,Pahadi,not available.txt
Age Bhi Jaane Na Tu,Waqt,Pahadi,not available.txt
Mora Nadan Balma,,Pahadi,not available.txt
Sun More Sajna,,Pahadi,not available.txt
Salamat Raho,,Pahadi,not available.txt
Humne To Dil Ko Aapke Kadmon Pe,,Pahadi,not available.txt
Vrindavanka Krishna Kanhaiya,Miss Mary,Pahadi,not available.txt
Phoolon Ke Rang Se,Prem Pujari,Pahadi,not available.txt
Jane Kya Dhoondti Rahati Hai,,Pahadi,not available.txt
Kabhi Kabhi Mere Dil Mein,Kabhi Kabhi,Pahadi,not available.txt
Woh Dil Kahanse Laun,,Pahadi,not available.txt
Tod Diya Dil Mera Tune Ai Bewafa,Dulari,Pahadi,not available.txt
Aja Re Tujh Ko Mera Pyar Pukare,Waqt,Pahadi,not available.txt
Mohe Jana Hai Pike Nagariya,,Pahadi,not available.txt
Tere Nainon Ne Chori Kiya,Anmol Ghadi,Pahadi,not available.txt
Gudiya Humse Roothi Rahogi,Dosti,Pahadi,not available.txt
Are Ja Re Hato Natakhat,Navrang,Pahadi,not available.txt
Aaj Ki Raat Mere Dil Ki Salami,Raam Aur Shyam,Pahadi,not available.txt
Koi Pyar Ki Dekhe Jadugari,Kohinoor,Pahadi,not available.txt
Baharon Mera Jeevan Bhi Sanvaro,Aakhri Khat,Pahadi,not available.txt
Sawan Ke Jhoole Pade,Jurmana,Pahadi,not available.txt
Sainya Bina Ghar Suna,Lahu Ke Do Rang,Pahadi,not available.txt
Chaudavi Ka Chand Ho,Chaudhavi Ka Chand,Pahadi,not available.txt
Aapko Dekhke Baadalko Pasina Aa Gaya,Hum Aapke Dil Mein Rehte Hai,Pahadi,not available.txt
Hum Ab Simat Ke Aapki Bahon Mein,Waqt,Pahadi,not available.txt
Aaj Ki Raat Piya Dil Na Todo,,Pahadi,not available.txt
O Door Ke Musafir Hum Ko Bhi Saath Le Le,Udan Khatola,Pahadi,not available.txt
Rahe Na Rahe Hum,Mamta,Pahadi,not available.txt
Chal Ud Ja Re Panchi,Bhabhi,Pahadi,not available.txt
Dil Pukare Aa Re Aa Re,Jewel Theif,Pahadi,not available.txt
Tere Bharose He Nandalala,,Pahadi,not available.txt
Ye Dil Aur Unki,Prem Parbat,Pahadi,not available.txt
Hum Aaj Dil Jalae,,Pahadi,not available.txt
Husn Pahadon Ka,Ram Teri Ganga Maili,Pahadi,not available.txt
Mujhe Tumse Mohabbat Hai Magar,,Pahadi,not available.txt
Sab Kuch Lootake Hosh Mein Aaye To Kya Kiya,Ek Saal,Pahadi,not available.txt
Neele Parbaton Ki Dhara,Aadmi Aur Insaan,Pahadi,not available.txt
Hamari Yaad Aayegi Kabhi Tanhaiyon Mein,Hamari Yaad Aaegi,Palasi,not available.txt
Gori Tera Gaanv Bada Pyara,Chit Chor,Palasi,not available.txt
Saaz Ho Tum Awaz Hun Main,Saaz Aur Awaaz,Patdeep,not available.txt
Megha Chhaye Aadhi Raat,Sharmilee,Patdeep,not available.txt
Hai Hai Rasiya Tu Dada Dedardi,,Pilu,not available.txt
Allah Megh De Paani De,Guide,Pilu,not available.txt
Maine Shayad Tumhe Pehle,Barsaat Ki Raat,Pilu,not available.txt
Dhadakte Dil Ki Tamanna,Shama,Pilu,not available.txt
Apni Kaho Kuch Meri Suno,Parchhain,Pilu,not available.txt
Apni Kaho Kuchh Meri Suno...Kya Dil Ka Lagana Bhool Gaye,,Pilu,not available.txt
Na Jhatko Julphse Paani,,Pilu,not available.txt
Main Sooya Akhiyan Meeche,,Pilu,not available.txt
Baharon Ne Mera Chaman Lootkar,Devar,Pilu,not available.txt
De De Pyar De,Sharabi,Pilu,not available.txt
Chaahat Des Se Aane Waale Yeh To Bataa Ke Sanam Kaise Hain,Ghazal,Pilu,not available.txt
Abke Baras Beete,,Pilu,not available.txt
Ajahun Na Aaye Balma,Sanjh Aur Savera,Pilu,not available.txt
Jaiye Aap Kahan Jayenge,Mere Sanam,Pilu,not available.txt
Pi Ke Ghar Aaj Pyari Dulhaniya Chali Babul,Mother India,Pilu,not available.txt
Na Jai Saiyan Chudake Baiyan,Sahib Biwi Aur Ghulam,Pilu,not available.txt
Mainu Ishq Lag Gaya Rog,Dil Hai Ke Maanta Nahin,Pilu,not available.txt
Chandan Ka Palna Resham Ki Dori,Shabaab,Pilu,not available.txt
Saiyya Tore Dware Khade,,Pilu,not available.txt
Kali Ghata Chhaye Mora Jiya Ghabarae,Sujata,Pilu,not available.txt
Nadiya Kinare Harayee Aayee Kangna,Abhimaan,Pilu,not available.txt
Sur Na Saje,Basant Bahar,Pilu,not available.txt
Murali Bairan Bhayi Re Kanhaiya Tori,New Delhi,Pilu,not available.txt
Naina Divani Kuchh Nahin Mane,,Pilu,not available.txt
Ae Meri Joharjabi,Waqt,Pilu,not available.txt
Kabhi Aar Kabhi Paar,Aar Paar,Pilu,not available.txt
Kaun Gali Gaye Shyam,Pakeezah,Pilu,not available.txt
Sach Kehti Hai Duniya,Ishq Pe Jor Nahin,Pilu,not available.txt
Na Manu Na Manu?Dagabjaaz Tori Batiya Na Manu Re,Ganga Jamuna,Pilu,not available.txt
Jhule Mein Pavan Ki Aayi Bahar,Baiju Bawra,Pilu,not available.txt
Dhoondo Dhoondo Re Saajna,Ganga Jamuna,Pilu,not available.txt
Vikal Mora Manwa,Mamta,Pilu,not available.txt
Din Sara Gujara Tore Angana,Junglee,Pilu,not available.txt
Surmayi Akhiyon Me Ek Nanha Munha,Sadma,Pilu,not available.txt
Dheere Se Aaja Ri Akhiyan Mein Nindiya,Albela,Pilu,not available.txt
Wafa Jinse Ki Bewafa Go Gaye,,Pilu,not available.txt
Piya Piya Na Lage Mora Jiya,,Pilu,not available.txt
Ab Ke Baras Bhejo Bhaiyya Ko Babul,Bandini,Pilu,not available.txt
Churaliya Hai Tumne Jo Dil Ki,Yaadon Ki Barat,Pilu,not available.txt
Ajahun Aaye Balama,Sawan Beeta Jaye,Pilu,not available.txt
Badi Der Bhai Kab Loge Khabar,,Pilu,not available.txt
Banwari Re Jeene Ka Sahara,Ek Phool Char Kaante,Pilu,not available.txt
Tere Bin Soone Nayan Hamare,Meri Soorat Teri Aankhein,Pilu,not available.txt
Tu Jo Mere Sur Mein,Chit Chor,Pilu,not available.txt
Maine Rang Li Aaj Chunariya Sajana Tore Rang Mein,Dulhan Ek Raat Ki,Pilu,not available.txt
More Saiya Ji Utarenge Paar Nadiya Dhire Baho,Udan Khatola,Pilu,not available.txt
Tumne Kya Kya Kiya Hai Hamare Liye,Prem Geet,Puriya Dhanashree,not available.txt
Rut Aagayi Re,1947 Earth,Puriya Dhanashree,not available.txt
Koyaliya Ud Jaa Yahan Nahi Koy,,Puriya Dhanashree,not available.txt
Rang Aur Noor Ki Baraat Kise Pesh Karun,,Puriya Dhanashree,not available.txt
Hai Rama Yeh Kya Hua,Rangeela,Puriya Dhanashree,not available.txt
Ruk Jao Banwasi Ram,Sampoorna Ramayan,Puriya Dhanashree,not available.txt
Meri Sanson Ko Jo Mehaka Rahi Hai,Badalte Rishtey,Puriya Dhanashree,not available.txt
Kitne Dino Ke Baad Ye Aai Sajana Raat Milan Ki,,Puriya Dhanashree,not available.txt
Labon Se Choomlo Aankhon Se Thaamlo Mujh Ko,Aastha,Puriya Dhanashree,not available.txt
Tori Jay Jay Karatar,,Puriya Dhanashree,not available.txt
Mere Sang Gaa Gunguna,Jaanwar,Rageshree,not available.txt
Mohabbat Aisi Dhadkan Hai,Anarkali,Rageshree,not available.txt
Kaun Aya Mere Manke Dwaare,Dekh Kabira Roya,Rageshree,not available.txt
Shubha Dina Ayo Raaj Dulara,,Rageshree,not available.txt
Mitwa Bole Meethe Bain,Parichay,Rageshree,not available.txt
Mujhe Kuch Kehna Hai,Mujhe Kuch Kehna Hai,Shivaranjani,not available.txt
Awaz Dekar Humein Tum Bulao,Professor,Shivaranjani,Awaz deke hame tum bulao.txt
Banake Kyon Bigada Re,Zanjeer,Shivaranjani,not available.txt
Lage Na Mora Jiya Sajnaa Nahin Aye Haye,,Shivaranjani,not available.txt
Sansaar Hai Ek Nadiya,Raftaar,Shivaranjani,not available.txt
Kai Sadiyonse Kai Janmose,,Shivaranjani,not available.txt
Chuma Chuma...Mujhko Banale Priyatama,Pataal Bhairavi,Shivaranjani,not available.txt
Rimjhim Ke Geet Sawan Gaaye,Anjaana,Shivaranjani,not available.txt
Tere Mere Beech Me,Ek Duje Ke Liye,Shivaranjani,Tere Mere Beech Mein.txt
Tumse Milkar Na Jaane Kyon,Pyar Jhukta Nahin,Shivaranjani,not available.txt
Baharo Phool Barsao Mera Mehboob,Sooraj,Shivaranjani,baharo phool barsao.html
Na Kisi Ki Ankha Noor Hun,,Shivaranjani,not available.txt
